Date,TASMAX,TAS,TASMIN,Humidity,Precipitation,GWL
1988-02-15,6.70000009983778,1.5142857368503295,-4.400000065565109,79.78571547461408,20.299999713897705,199.04
1988-02-22,8.300000123679638,2.3428571777684346,-4.200000062584877,81.20000120997429,5.9999998807907104,198.48
1988-02-29,5.4000000804662704,0.6142857234392846,-1.700000025331974,84.42857268665519,17.699999660253525,198.12
1988-03-07,4.500000067055225,0.3428571479661124,-4.000000059604645,80.71428691702229,15.499999701976774,199.075
1988-03-14,6.000000089406967,0.9857143004025734,-6.70000009983778,83.18571552527803,52.99999952316284,200.03
1988-03-21,12.90000019222498,4.671428641038282,-4.500000067055225,80.3571440545576,41.80000114440918,200.02
1988-03-28,10.500000156462193,5.885714373418263,2.200000032782554,83.44285838625261,51.69999980926514,200.18
1988-04-04,13.800000205636024,6.085714376398495,-1.80000002682209,76.44285828194448,22.799999237060547,199.35
1988-04-11,17.600000262260437,7.585714398750237,-2.7000000402331352,72.01428678738219,9.800000198185444,198.56
1988-04-18,21.1000003144145,9.257142995085037,-3.200000047683716,65.95714383998087,8.199999809265137,198.08
1988-04-25,23.300000347197056,8.85714298912457,-3.200000047683716,61.12857233945813,2.200000047683716,197.65
1988-05-02,21.80000032484532,10.614285872450896,-0.5000000074505806,69.68571532411235,15.20000010728836,197.18
1988-05-09,23.80000035464764,13.54285734466144,4.000000059604645,67.05714385637215,1.2000000476837158,196.84
1988-05-16,25.100000374019142,17.42857168827738,7.000000104308128,49.34285787812301,1.2000000476837158,196.5
1988-05-23,21.60000032186508,11.228571595890182,1.0000000149011612,73.6714296692184,14.600000023841858,196.19
1988-05-30,27.000000402331352,16.35714310088328,5.900000087916851,69.11428674416882,2.7999999597668648,196.0
1988-06-06,20.80000030994416,12.985714479216508,7.800000116229057,78.24285830876657,25.499999403953552,195.92
1988-06-13,23.300000347197056,14.814285935035771,7.200000107288361,77.90000116080046,4.499999977648258,195.59
1988-06-20,26.200000390410423,16.9285716808268,7.400000110268593,61.4000009149313,0.0,195.425
1988-06-27,24.100000359117985,15.442857372973648,7.500000111758709,72.81428679930312,1.3000000044703484,195.26
1988-07-04,27.10000040382147,17.42857168827738,9.500000141561031,74.77142968560968,7.30000002682209,195.15
1988-07-11,28.60000042617321,17.900000266730785,7.500000111758709,67.3571438608425,5.300000011920929,194.98
1988-07-18,23.300000347197056,14.942857365523066,8.400000125169754,77.48571544034141,36.49999988079071,194.92
1988-07-25,31.70000047236681,19.17142885710512,9.00000013411045,74.90000111609697,12.700000405311584,194.82
1988-08-01,30.300000451505184,17.200000256299973,7.000000104308128,66.95714385488203,1.700000025331974,194.62
1988-08-08,30.300000451505184,17.30000025779009,6.200000092387199,68.00000101327896,39.900001525878906,194.98
1988-08-15,30.300000451505184,20.55714316346816,10.80000016093254,64.9714295395783,5.400000095367432,194.865
1988-08-22,28.50000042468309,16.85714310833386,7.300000108778477,68.67142959471259,13.600000441074371,194.75
1988-08-29,26.600000396370888,15.671428804951054,9.3000001385808,76.21428684996707,9.200000047683716,194.53
1988-09-05,27.000000402331352,14.785714506038598,7.400000110268593,78.6714297437242,43.09999942779541,194.59
1988-09-12,24.50000036507845,14.085714495607784,6.200000092387199,74.64285825512239,2.1999999284744263,194.51
1988-09-19,18.0000002682209,11.67142874534641,5.500000081956387,82.07142979438815,11.50000024586916,194.39
1988-09-26,20.10000029951334,12.728571618241924,3.200000047683716,80.08571547908443,12.59999978542328,194.36
1988-10-03,22.000000327825543,11.928571606320997,3.700000055134296,75.35714398005179,1.7000000029802322,194.29
1988-10-10,19.30000028759241,10.52857158545937,5.000000074505806,78.3285725957581,53.40000128746033,194.375
